sida,pars,ct,sid,descrip,omit,man.source,man.dm,man.ph,man.tan,app.rate,tan.app,cereal.hght,incorp,time.incorp,air.temp,wind.2m,rain.rate,app.mthd,dt.x,rain.cum,app.rate.ni,man.dm.ni,wind.sqrt,app.mthd.ts,app.mthd.bc,app.mthd.os,app.mthd.cs,incorp.shallow,incorp.deep,man.source.pig,__group,__orig.order,__add.row,__f4,app.mthd.bsth,incorp.none,meas.tech.mm,nmax,km,j,er.int,er,dt.y,f,s,e,ei,f0,r1,r2,r3,f4,r5,jinst,n,lwr,upr
16os,ps01,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,os,1,0,0,0,3.16227766016838,0,0,1,0,0,0,0,16os,13272,FALSE,1,0,1,1,,,0.03587918296396,,0.210099112070708,1,5.36043729775366e-19,37.915242620606,10.084757379394,0.03587918296396,0.12917479347156,0.150200172001464,0.111077705480687,0.000945852247202923,1,0,0.0358622174359443,,,
16os,ps02,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,os,1,0,0,0,3.16227766016838,0,0,1,0,0,0,0,16os,13272,FALSE,1,0,1,1,,,0.0234800450325068,,0.172550306183008,1,3.54766202229998e-106,39.7175853032156,8.28241469678439,0.0234800450325068,0.0871295114252626,1.43792234110311,0.0158786853066665,0.000591000363671547,1,0,0.0234731073583561,,,
16os,ps03,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,os,1,0,0,0,3.16227766016838,0,0,1,0,0,0,0,16os,13272,FALSE,1,0,1,1,,,0.00463291458753279,,0.160375029502363,1,4.95728075329127e-18,2.24005927502414,7.69800141611343,0.00463291458753279,0.0798691673386406,0.177494565316365,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,0.00459157672339293,100,0.15097462697069,0.260963649956965
16ts,ALFAM,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,ts,1,0,40,6,3.16227766016838,1,0,0,0,0,0,0,16ts,13104,FALSE,1,0,1,1,0.529797537349188,4.42420393650101,7.93002766010797e-05,7.93002766010797e-05,0.516203550560929,,,,,,,,,,,,,,,
16ts,ps01,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,ts,1,0,40,6,3.16227766016838,1,0,0,0,0,0,0,16ts,13104,FALSE,1,0,1,1,,,0.0397696472284395,,0.340322587936123,1,1.34357610280809e-18,31.6645157790661,16.3354842209339,0.0397696472284395,0.323772401304441,0.150200172001464,0.111077705480687,0.00125518083641533,1,0,0.0397446934002545,,,
16ts,ps02,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,ts,1,0,40,6,3.16227766016838,1,0,0,0,0,0,0,16ts,13104,FALSE,1,0,1,1,,,0.01924694849437,,0.32172695510041,1,3.0255849148406e-37,32.5571061551803,15.4428938448197,0.01924694849437,0.258909644928267,0.499647915164696,0.0158786853066665,0.000591000363671547,1,0,0.0192412615778047,,,
16ts,ps03,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,ts,1,0,40,6,3.16227766016838,1,0,0,0,0,0,0,16ts,13104,FALSE,1,0,1,1,,,0.00292553309981969,,0.483955380865311,1,4.0404296633141e-15,1.41452371521686,23.2298582815349,0.00292553309981969,0.611365224174422,0.149709182451697,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,0.00289942959898166,100,0.393353482543957,0.546415583154663
17bc,ALFAM,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,3,40,6,1.6431676725155,0,1,0,0,0,0,0,17bc,13608,FALSE,1,0,1,1,0.592134557340695,6.43358168278923,0.000125924413091005,0.000125924413091005,0.570295035357013,,,,,,,,,,,,,,,
17bc,ps01,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,3,40,6,1.6431676725155,0,1,0,0,0,0,0,17bc,13608,FALSE,1,0,1,1,,,0.034257454781617,,0.300372396825474,1,1.94134192419694e-28,33.5821249523772,14.4178750476228,0.034257454781617,0.323772401304441,0.281679213867093,0.111077705480687,0.00101958984196055,1,0,0.0342399934728938,,,
17bc,ps02,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,3,40,6,1.6431676725155,0,1,0,0,0,0,0,17bc,13608,FALSE,1,0,1,1,,,0.0543223679566829,,0.475020363982669,1,5.46265718289048e-53,25.1990225288319,22.8009774711681,0.0543223679566829,0.258909644928267,0.715005928071348,0.0158786853066665,0.00215341288111717,1,0,0.0542638997051484,,,
17bc,ps03,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,3,40,6,1.6431676725155,0,1,0,0,0,0,0,17bc,13608,FALSE,1,0,1,1,,,0.0032157125794221,,0.374237932030482,1,1.48310347145749e-18,1.55482831665647,17.9634207374631,0.0032157125794221,0.611365224174422,0.193171249454103,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,0.00318701990935266,100,0.200027281702804,0.458712359773148
17bsth,ALFAM,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,3,40,6,1.6431676725155,0,0,0,0,0,0,0,17bsth,13776,FALSE,1,1,1,1,0.341661639576711,6.43358168278923,7.26583863516206e-05,7.26583863516206e-05,0.329060235392453,,,,,,,,,,,,,,,
17bsth,ps01,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,3,40,6,1.6431676725155,0,0,0,0,0,0,0,17bsth,13776,FALSE,1,1,1,1,,,0.0380144690881323,,0.223644253095322,1,1.00828154740095e-12,37.2650758514235,10.7349241485755,0.0380144690881323,0.323772401304441,0.0662849907480699,0.111077705480687,0.00101958984196055,1,0,0.0379950927980677,,,
17bsth,ps02,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,3,40,6,1.6431676725155,0,0,0,0,0,0,0,17bsth,13776,FALSE,1,1,1,1,,,0.0201818169135422,,0.288781692159862,1,3.25866108629021e-09,34.138478773068,13.8615212236734,0.0201818169135422,0.258909644928267,0.115023040225409,0.0158786853066665,0.000591000363671547,1,0,0.0201758537448977,,,
17bsth,ps03,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,3,40,6,1.6431676725155,0,0,0,0,0,0,0,17bsth,13776,FALSE,1,1,1,1,,,0.00427831526566713,,0.215440308664288,1,4.82608038591148e-07,2.0685983729073,10.3411348158858,0.00427831526566713,0.611365224174422,0.0353835481779161,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,0.00424014065034123,100,0.140511596834335,0.282482416074909
17cs,ALFAM,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,3,0,0,1.6431676725155,0,0,0,1,0,0,0,17cs,14280,FALSE,1,0,1,1,0.321529064651496,6.43358168278923,6.83769563117331e-05,6.83769563117331e-05,0.309670204213785,,,,,,,,,,,,,,,
17cs,ps01,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,3,0,0,1.6431676725155,0,0,0,1,0,0,0,17cs,14280,FALSE,1,0,1,1,,,0.0380144690881323,,0.223644253095322,1,1.00828154740095e-12,37.2650758514235,10.7349241485755,0.0380144690881323,0.323772401304441,0.0662849907480699,0.111077705480687,0.00101958984196055,1,0,0.0379950927980677,,,
17cs,ps02,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,3,0,0,1.6431676725155,0,0,0,1,0,0,0,17cs,14280,FALSE,1,0,1,1,,,0.00598402394314235,,0.0213872976860476,1,3.32231745210794e-12,46.9734097110664,1.02659028893029,0.00598402394314235,0.00026396731942551,0.115023040225409,0.0158786853066665,0.000127383616695658,1,0,0.00598364281790472,,,
17cs,ps03,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,3,0,0,1.6431676725155,0,0,0,1,0,0,0,17cs,14280,FALSE,1,0,1,1,,,0.00224768298439804,,0.0435539145080947,1,1.02694975668031e-09,2.635110386734,2.09058789638855,0.00224768298439804,0.00130093433595004,0.0353835481779161,0.0676810890783263,0.000845874558712889,1,0.0158489319246111,0.0022289728718755,100,0.0122625407391138,0.061089109070249
17os,ALFAM,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,3,0,0,1.6431676725155,0,0,1,0,0,0,0,17os,14112,FALSE,1,0,1,1,0.161652734153553,6.43358168278923,3.43773647737411e-05,3.43773647737411e-05,0.155690544652025,,,,,,,,,,,,,,,
17os,ps01,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,3,0,0,1.6431676725155,0,0,1,0,0,0,0,17os,14112,FALSE,1,0,1,1,,,0.0314038139900887,,0.148799618627106,1,4.02271966733306e-13,40.8576183058985,7.14238169410108,0.0314038139900887,0.12917479347156,0.0662849907480699,0.111077705480687,0.000768320639755654,1,0,0.0313917514357069,,,
17os,ps02,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,3,0,0,1.6431676725155,0,0,1,0,0,0,0,17os,14112,FALSE,1,0,1,1,,,0.0238392237651723,,0.159892654931019,1,1.09662020674296e-09,40.3251525622145,7.67484743668893,0.0238392237651723,0.0871295114252626,0.115023040225409,0.0158786853066665,0.000591000363671547,1,0,0.0238321799555159,,,
17os,ps03,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,3,0,0,1.6431676725155,0,0,1,0,0,0,0,17os,14112,FALSE,1,0,1,1,,,0.00442968150936629,,0.114234148295589,1,6.30482413278589e-08,2.14179297055901,5.48323911818827,0.00442968150936629,0.0798691673386406,0.0353835481779161,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,0.00439015692882567,100,0.0643170169662169,0.14056059751383
17ts,ALFAM,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,3,40,6,1.6431676725155,1,0,0,0,0,0,0,17ts,13944,FALSE,1,0,1,1,0.393177346076464,6.43358168278923,8.36138102929818e-05,8.36138102929818e-05,0.378675903479217,,,,,,,,,,,,,,,
17ts,ps01,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,3,40,6,1.6431676725155,1,0,0,0,0,0,0,17ts,13944,FALSE,1,0,1,1,,,0.0380144690881323,,0.223644253095322,1,1.00828154740095e-12,37.2650758514235,10.7349241485755,0.0380144690881323,0.323772401304441,0.0662849907480699,0.111077705480687,0.00101958984196055,1,0,0.0379950927980677,,,
17ts,ps02,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,3,40,6,1.6431676725155,1,0,0,0,0,0,0,17ts,13944,FALSE,1,0,1,1,,,0.0212906473368264,,0.25109825626615,1,0.000975345021002549,35.9463083542038,12.0527163007752,0.0212906473368264,0.258909644928267,0.0399680988337946,0.0158786853066665,0.000591000363671547,1,0,0.0212832639961805,,,
17ts,ps03,168,17,light rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,3,40,6,1.6431676725155,1,0,0,0,0,0,0,17ts,13944,FALSE,1,0,1,1,,,0.00437752904667121,,0.202696642117723,1,1.22385339850992e-06,2.11655937391701,9.7294388216507,0.00437752904667121,0.611365224174422,0.0298445310734685,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,0.0043384684870706,100,0.115570310697578,0.263982455178311
18bc,ALFAM,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,15,40,6,1.6431676725155,0,1,0,0,0,0,0,18bc,14448,FALSE,1,0,1,1,0.592134557340695,6.43358168278923,0.000125924413091005,0.000125924413091005,0.570295035357013,,,,,,,,,,,,,,,
18bc,ps01,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,15,40,6,1.6431676725155,0,1,0,0,0,0,0,18bc,14448,FALSE,1,0,1,1,,,0.0196596080332228,,0.0775668153786747,1,3.84944246459132e-49,44.2767928618236,3.72320713817638,0.0196596080332228,0.323772401304441,0.281679213867093,0.111077705480687,0.000443917534746491,1,0,0.0196552447337018,,,
18bc,ps02,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,15,40,6,1.6431676725155,0,1,0,0,0,0,0,18bc,14448,FALSE,1,0,1,1,,,0.0659882875318729,,0.362279140748886,1,7.20206013335099e-55,30.6106012440535,17.3893987559465,0.0659882875318729,0.258909644928267,0.715005928071348,0.0158786853066665,0.00215341288111717,1,0,0.0659172630176862,,,
18bc,ps03,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,15,40,6,1.6431676725155,0,1,0,0,0,0,0,18bc,14448,FALSE,1,0,1,1,,,1.9069552978368e-08,,0.00219711555687435,1,4.60901972559269e-108,9.22031438489068e-06,0.105461546729969,1.9069552978368e-08,0.611365224174422,0.193171249454103,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,1.88994020756762e-08,100,0.000923345399992446,0.20489798289661
18bsth,ALFAM,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,15,40,6,1.6431676725155,0,0,0,0,0,0,0,18bsth,14616,FALSE,1,1,1,1,0.341661639576711,6.43358168278923,7.26583863516206e-05,7.26583863516206e-05,0.329060235392453,,,,,,,,,,,,,,,
18bsth,ps01,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,15,40,6,1.6431676725155,0,0,0,0,0,0,0,18bsth,14616,FALSE,1,1,1,1,,,0.0197429698308724,,0.073655461278748,1,1.99929840099375e-33,44.4645378586201,3.5354621413799,0.0197429698308724,0.323772401304441,0.0662849907480699,0.111077705480687,0.000443917534746491,1,0,0.0197385880298407,,,
18bsth,ps02,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,15,40,6,1.6431676725155,0,0,0,0,0,0,0,18bsth,14616,FALSE,1,1,1,1,,,0.0251729464658297,,0.112891529277656,1,4.29627419622453e-11,42.5812065946296,5.41879340532748,0.0251729464658297,0.258909644928267,0.115023040225409,0.0158786853066665,0.000591000363671547,1,0,0.0251655085879411,,,
18bsth,ps03,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,15,40,6,1.6431676725155,0,0,0,0,0,0,0,18bsth,14616,FALSE,1,1,1,1,,,1.90985841030944e-08,,0.000803757184231805,1,1.49979418995642e-96,9.23435121646588e-06,0.0385803448431266,1.90985841030944e-08,0.611365224174422,0.0353835481779161,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,1.89281741665978e-08,100,0.000206883427110801,0.133133750262208
18cs,ALFAM,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,15,0,0,1.6431676725155,0,0,0,1,0,0,0,18cs,15120,FALSE,1,0,1,1,0.321529064651496,6.43358168278923,6.83769563117331e-05,6.83769563117331e-05,0.309670204213785,,,,,,,,,,,,,,,
18cs,ps01,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,15,0,0,1.6431676725155,0,0,0,1,0,0,0,18cs,15120,FALSE,1,0,1,1,,,0.0197429698308724,,0.073655461278748,1,1.99929840099375e-33,44.4645378586201,3.5354621413799,0.0197429698308724,0.323772401304441,0.0662849907480699,0.111077705480687,0.000443917534746491,1,0,0.0197385880298407,,,
18cs,ps02,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,15,0,0,1.6431676725155,0,0,0,1,0,0,0,18cs,15120,FALSE,1,0,1,1,,,0.00598520958889992,,0.0211934000014547,1,4.38019983152264e-14,46.9827167999301,1.01728320006983,0.00598520958889992,0.00026396731942551,0.115023040225409,0.0158786853066665,0.000127383616695658,1,0,0.00598482838816799,,,
18cs,ps03,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,15,0,0,1.6431676725155,0,0,0,1,0,0,0,18cs,15120,FALSE,1,0,1,1,,,9.28006890256461e-09,,0.00020311273896595,1,3.19143726437411e-99,1.08796509743687e-05,0.0097494114703656,9.28006890256461e-09,0.00130093433595004,0.0353835481779161,0.0676810890783263,0.000845874558712889,1,0.0158489319246111,9.20281996689433e-09,100,8.52497520340208e-06,0.0577739535954209
18os,ALFAM,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,15,0,0,1.6431676725155,0,0,1,0,0,0,0,18os,14952,FALSE,1,0,1,1,0.161652734153553,6.43358168278923,3.43773647737411e-05,3.43773647737411e-05,0.155690544652025,,,,,,,,,,,,,,,
18os,ps01,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,15,0,0,1.6431676725155,0,0,1,0,0,0,0,18os,14952,FALSE,1,0,1,1,,,0.0151668152412512,,0.0555886076559498,1,7.97655874916742e-34,45.3317468325144,2.66825316748559,0.0151668152412512,0.12917479347156,0.0662849907480699,0.111077705480687,0.000334517852433031,1,0,0.0151642785974506,,,
18os,ps02,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,15,0,0,1.6431676725155,0,0,1,0,0,0,0,18os,14952,FALSE,1,0,1,1,,,0.0255188625421283,,0.100701256477392,1,1.44580273079328e-11,43.1663396890707,4.83366031091483,0.0255188625421283,0.0871295114252626,0.115023040225409,0.0158786853066665,0.000591000363671547,1,0,0.0255113224562733,,,
18os,ps03,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,15,0,0,1.6431676725155,0,0,1,0,0,0,0,18os,14952,FALSE,1,0,1,1,,,1.84735481495446e-08,,0.000531345312772361,1,1.95934129706035e-97,8.9321402523671e-06,0.0255045750130734,1.84735481495446e-08,0.0798691673386406,0.0353835481779161,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,1.83087151889799e-08,100,4.4971489549492e-05,0.120079111443722
18ts,ALFAM,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,15,40,6,1.6431676725155,1,0,0,0,0,0,0,18ts,14784,FALSE,1,0,1,1,0.393177346076464,6.43358168278923,8.36138102929818e-05,8.36138102929818e-05,0.378675903479217,,,,,,,,,,,,,,,
18ts,ps01,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,15,40,6,1.6431676725155,1,0,0,0,0,0,0,18ts,14784,FALSE,1,0,1,1,,,0.0197429698308724,,0.073655461278748,1,1.99929840099375e-33,44.4645378586201,3.5354621413799,0.0197429698308724,0.323772401304441,0.0662849907480699,0.111077705480687,0.000443917534746491,1,0,0.0197385880298407,,,
18ts,ps02,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,15,40,6,1.6431676725155,1,0,0,0,0,0,0,18ts,14784,FALSE,1,0,1,1,,,0.0254751234600548,,0.10226100297742,1,1.28591146338565e-05,43.0914589979692,4.90852814291614,0.0254751234600548,0.258909644928267,0.0399680988337946,0.0158786853066665,0.000591000363671547,1,0,0.025467581893302,,,
18ts,ps03,168,18,moderate rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,15,40,6,1.6431676725155,1,0,0,0,0,0,0,18ts,14784,FALSE,1,0,1,1,,,1.90996057858328e-08,,0.000754728620183057,1,3.80335193297232e-96,9.23484521039453e-06,0.0362269737687868,1.90996057858328e-08,0.611365224174422,0.0298445310734685,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,1.89291867340105e-08,100,0.000136709081189288,0.132572444438329
19bc,ALFAM,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,45,40,6,1.6431676725155,0,1,0,0,0,0,0,19bc,15288,FALSE,1,0,1,1,0.592134557340695,6.43358168278923,0.000125924413091005,0.000125924413091005,0.570295035357013,,,,,,,,,,,,,,,
19bc,ps01,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,45,40,6,1.6431676725155,0,1,0,0,0,0,0,19bc,15288,FALSE,1,0,1,1,,,0.00263926801454062,,0.00977040977215375,1,0,47.5310203309366,0.46897966906338,0.00263926801454062,0.323772401304441,0.281679213867093,0.111077705480687,5.55257329466416e-05,1,0,0.00263919474157698,,,
19bc,ps02,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,45,40,6,1.6431676725155,0,1,0,0,0,0,0,19bc,15288,FALSE,1,0,1,1,,,0.0720632516204205,,0.303569762715738,1,0,33.4286513896446,14.5713486103554,0.0720632516204205,0.258909644928267,0.715005928071348,0.0158786853066665,0.00215341288111717,1,0,0.0719856885008362,,,
19bc,ps03,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bc,1,45,40,6,1.6431676725155,0,1,0,0,0,0,0,19bc,15288,FALSE,1,0,1,1,,,0,,2.04987966959031e-05,1,0,1.28124343852503e-130,0.000983942241403348,0,0.611365224174422,0.193171249454103,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,2.62623744600152e-133,100,1.55314119342924e-05,0.123929420491142
19bsth,ALFAM,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,45,40,6,1.6431676725155,0,0,0,0,0,0,0,19bsth,15456,FALSE,1,1,1,1,0.341661639576711,6.43358168278923,7.26583863516206e-05,7.26583863516206e-05,0.329060235392453,,,,,,,,,,,,,,,
19bsth,ps01,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,45,40,6,1.6431676725155,0,0,0,0,0,0,0,19bsth,15456,FALSE,1,1,1,1,,,0.00263926854960772,,0.0097702090196116,1,0,47.5310299670587,0.468970032941357,0.00263926854960772,0.323772401304441,0.0662849907480699,0.111077705480687,5.55257329466416e-05,1,0,0.00263919527662972,,,
19bsth,ps02,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,45,40,6,1.6431676725155,0,0,0,0,0,0,0,19bsth,15456,FALSE,1,1,1,1,,,0.0256942575300698,,0.0945202406265063,1,0,43.4630284499277,4.5369715500723,0.0256942575300698,0.258909644928267,0.115023040225409,0.0158786853066665,0.000591000363671547,1,0,0.0256866656201741,,,
19bsth,ps03,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,bsth,1,45,40,6,1.6431676725155,0,0,0,0,0,0,0,19bsth,15456,FALSE,1,1,1,1,,,0,,2.04974498499236e-05,1,0,1.2812434402507e-130,0.000983877592796333,0,0.611365224174422,0.0353835481779161,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,2.62623744953874e-133,100,1.55010682120782e-05,0.123929420491142
19cs,ALFAM,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,45,0,0,1.6431676725155,0,0,0,1,0,0,0,19cs,15960,FALSE,1,0,1,1,0.321529064651496,6.43358168278923,6.83769563117331e-05,6.83769563117331e-05,0.309670204213785,,,,,,,,,,,,,,,
19cs,ps01,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,45,0,0,1.6431676725155,0,0,0,1,0,0,0,19cs,15960,FALSE,1,0,1,1,,,0.00263926854960772,,0.0097702090196116,1,0,47.5310299670587,0.468970032941357,0.00263926854960772,0.323772401304441,0.0662849907480699,0.111077705480687,5.55257329466416e-05,1,0,0.00263919527662972,,,
19cs,ps02,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,45,0,0,1.6431676725155,0,0,0,1,0,0,0,19cs,15960,FALSE,1,0,1,1,,,0.00598533381041477,,0.0211730851154397,1,0,46.9836919144589,1.01630808554111,0.00598533381041477,0.00026396731942551,0.115023040225409,0.0158786853066665,0.000127383616695658,1,0,0.00598495260177832,,,
19cs,ps03,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,cs,1,45,0,0,1.6431676725155,0,0,0,1,0,0,0,19cs,15960,FALSE,1,0,1,1,,,0,,8.45867468005385e-06,1,0,1.56844143310962e-130,0.000406016384642585,0,0.00130093433595004,0.0353835481779161,0.0676810890783263,0.000845874558712889,1,0.0158489319246111,1.32670470509861e-133,100,3.78292838849278e-06,0.0547425223749314
19os,ALFAM,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,45,0,0,1.6431676725155,0,0,1,0,0,0,0,19os,15792,FALSE,1,0,1,1,0.161652734153553,6.43358168278923,3.43773647737411e-05,3.43773647737411e-05,0.155690544652025,,,,,,,,,,,,,,,
19os,ps01,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,45,0,0,1.6431676725155,0,0,1,0,0,0,0,19os,15792,FALSE,1,0,1,1,,,0.00199364785606093,,0.00737130248498049,1,0,47.6461774807209,0.353822519279063,0.00199364785606093,0.12917479347156,0.0662849907480699,0.111077705480687,4.18418906355835e-05,1,0,0.00199360614735193,,,
19os,ps02,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,45,0,0,1.6431676725155,0,0,1,0,0,0,0,19os,15792,FALSE,1,0,1,1,,,0.0256942966335956,,0.0945188625968139,1,0,43.4630945953529,4.53690540464707,0.0256942966335956,0.0871295114252626,0.115023040225409,0.0158786853066665,0.000591000363671547,1,0,0.0256867047121444,,,
19os,ps03,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,os,1,45,0,0,1.6431676725155,0,0,1,0,0,0,0,19os,15792,FALSE,1,0,1,1,,,0,,2.0497187279695e-05,1,0,1.28124248977701e-130,0.000983864989425359,0,0.0798691673386406,0.0353835481779161,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,2.62623550129882e-133,100,1.54848445423473e-05,0.121651032718295
19ts,ALFAM,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,45,40,6,1.6431676725155,1,0,0,0,0,0,0,19ts,15624,FALSE,1,0,1,1,0.393177346076464,6.43358168278923,8.36138102929818e-05,8.36138102929818e-05,0.378675903479217,,,,,,,,,,,,,,,
19ts,ps01,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,45,40,6,1.6431676725155,1,0,0,0,0,0,0,19ts,15624,FALSE,1,0,1,1,,,0.00263926854960772,,0.0097702090196116,1,0,47.5310299670587,0.468970032941357,0.00263926854960772,0.323772401304441,0.0662849907480699,0.111077705480687,5.55257329466416e-05,1,0,0.00263919527662972,,,
19ts,ps02,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,45,40,6,1.6431676725155,1,0,0,0,0,0,0,19ts,15624,FALSE,1,0,1,1,,,0.0256942961864795,,0.0945188783533619,1,0,43.4630938390386,4.53690616096137,0.0256942961864795,0.258909644928267,0.0399680988337946,0.0158786853066665,0.000591000363671547,1,0,0.0256867042651624,,,
19ts,ps03,168,19,heavy rain,0,cat,6,7.5,1.2,40,48,0,none,,13,2.7,0,ts,1,45,40,6,1.6431676725155,1,0,0,0,0,0,0,19ts,15624,FALSE,1,0,1,1,,,0,,2.0497402569921e-05,1,0,1.28124344031128e-130,0.000983875323356206,0,0.611365224174422,0.0298445310734685,0.0676810890783263,0.00204975679643274,1,0.0158489319246111,2.62623744966291e-133,100,1.54981166213256e-05,0.123929420491142
